Text
on 22-03-2018 Stock Opend at 290. The maximum value of stock on this day was 290. The minimum value of stock on this day was 281
on 23-03-2018 Stock Opend at 277. The maximum value of stock on this day was 278. The minimum value of stock on this day was 274
on 26-03-2018 Stock Opend at 276. The maximum value of stock on this day was 283. The minimum value of stock on this day was 276
on 27-03-2018 Stock Opend at 285. The maximum value of stock on this day was 287. The minimum value of stock on this day was 281
on 28-03-2018 Stock Opend at 283. The maximum value of stock on this day was 283. The minimum value of stock on this day was 277
on 02-04-2018 Stock Opend at 273. The maximum value of stock on this day was 274. The minimum value of stock on this day was 259
on 03-04-2018 Stock Opend at 261. The maximum value of stock on this day was 272. The minimum value of stock on this day was 261
on 04-04-2018 Stock Opend at 267. The maximum value of stock on this day was 273. The minimum value of stock on this day was 266
on 05-04-2018 Stock Opend at 268. The maximum value of stock on this day was 280. The minimum value of stock on this day was 268
on 06-04-2018 Stock Opend at 278. The maximum value of stock on this day was 283. The minimum value of stock on this day was 277
on 09-04-2018 Stock Opend at 278. The maximum value of stock on this day was 283. The minimum value of stock on this day was 274
on 10-04-2018 Stock Opend at 279. The maximum value of stock on this day was 294. The minimum value of stock on this day was 279
on 11-04-2018 Stock Opend at 288. The maximum value of stock on this day was 288. The minimum value of stock on this day was 282
on 12-04-2018 Stock Opend at 285. The maximum value of stock on this day was 290. The minimum value of stock on this day was 284
on 13-04-2018 Stock Opend at 288. The maximum value of stock on this day was 291. The minimum value of stock on this day was 286
on 16-04-2018 Stock Opend at 285. The maximum value of stock on this day was 289. The minimum value of stock on this day was 284
on 17-04-2018 Stock Opend at 288. The maximum value of stock on this day was 293. The minimum value of stock on this day was 287
on 18-04-2018 Stock Opend at 294. The maximum value of stock on this day was 295. The minimum value of stock on this day was 289
on 19-04-2018 Stock Opend at 291. The maximum value of stock on this day was 291. The minimum value of stock on this day was 287
on 20-04-2018 Stock Opend at 289. The maximum value of stock on this day was 290. The minimum value of stock on this day was 280
on 23-04-2018 Stock Opend at 280. The maximum value of stock on this day was 283. The minimum value of stock on this day was 275
on 24-04-2018 Stock Opend at 279. The maximum value of stock on this day was 287. The minimum value of stock on this day was 279
on 25-04-2018 Stock Opend at 284. The maximum value of stock on this day was 286. The minimum value of stock on this day was 277
on 26-04-2018 Stock Opend at 280. The maximum value of stock on this day was 280. The minimum value of stock on this day was 275
on 27-04-2018 Stock Opend at 277. The maximum value of stock on this day was 292. The minimum value of stock on this day was 276
on 30-04-2018 Stock Opend at 289. The maximum value of stock on this day was 291. The minimum value of stock on this day was 282
on 02-05-2018 Stock Opend at 284. The maximum value of stock on this day was 284. The minimum value of stock on this day was 276
on 03-05-2018 Stock Opend at 277. The maximum value of stock on this day was 284. The minimum value of stock on this day was 277
on 04-05-2018 Stock Opend at 280. The maximum value of stock on this day was 286. The minimum value of stock on this day was 278
on 07-05-2018 Stock Opend at 284. The maximum value of stock on this day was 293. The minimum value of stock on this day was 283
on 08-05-2018 Stock Opend at 302. The maximum value of stock on this day was 315. The minimum value of stock on this day was 300
on 09-05-2018 Stock Opend at 305. The maximum value of stock on this day was 310. The minimum value of stock on this day was 304
on 10-05-2018 Stock Opend at 308. The maximum value of stock on this day was 313. The minimum value of stock on this day was 306
on 11-05-2018 Stock Opend at 308. The maximum value of stock on this day was 312. The minimum value of stock on this day was 308
on 14-05-2018 Stock Opend at 310. The maximum value of stock on this day was 311. The minimum value of stock on this day was 305
on 15-05-2018 Stock Opend at 311. The maximum value of stock on this day was 318. The minimum value of stock on this day was 305
on 16-05-2018 Stock Opend at 304. The maximum value of stock on this day was 305. The minimum value of stock on this day was 295
on 17-05-2018 Stock Opend at 299. The maximum value of stock on this day was 300. The minimum value of stock on this day was 294
on 18-05-2018 Stock Opend at 294. The maximum value of stock on this day was 295. The minimum value of stock on this day was 285
on 21-05-2018 Stock Opend at 290. The maximum value of stock on this day was 293. The minimum value of stock on this day was 288
on 22-05-2018 Stock Opend at 290. The maximum value of stock on this day was 294. The minimum value of stock on this day was 287
on 23-05-2018 Stock Opend at 289. The maximum value of stock on this day was 298. The minimum value of stock on this day was 289
on 24-05-2018 Stock Opend at 294. The maximum value of stock on this day was 299. The minimum value of stock on this day was 291
on 25-05-2018 Stock Opend at 298. The maximum value of stock on this day was 301. The minimum value of stock on this day was 295
on 28-05-2018 Stock Opend at 294. The maximum value of stock on this day was 302. The minimum value of stock on this day was 293
on 29-05-2018 Stock Opend at 299. The maximum value of stock on this day was 299. The minimum value of stock on this day was 288
on 30-05-2018 Stock Opend at 286. The maximum value of stock on this day was 288. The minimum value of stock on this day was 283
on 31-05-2018 Stock Opend at 285. The maximum value of stock on this day was 289. The minimum value of stock on this day was 279
on 01-06-2018 Stock Opend at 295. The maximum value of stock on this day was 300. The minimum value of stock on this day was 287
on 04-06-2018 Stock Opend at 293. The maximum value of stock on this day was 293. The minimum value of stock on this day was 286
on 05-06-2018 Stock Opend at 288. The maximum value of stock on this day was 288. The minimum value of stock on this day was 283
on 06-06-2018 Stock Opend at 286. The maximum value of stock on this day was 287. The minimum value of stock on this day was 281
on 07-06-2018 Stock Opend at 288. The maximum value of stock on this day was 293. The minimum value of stock on this day was 287
on 08-06-2018 Stock Opend at 290. The maximum value of stock on this day was 291. The minimum value of stock on this day was 286
on 11-06-2018 Stock Opend at 285. The maximum value of stock on this day was 290. The minimum value of stock on this day was 283
on 12-06-2018 Stock Opend at 289. The maximum value of stock on this day was 289. The minimum value of stock on this day was 285
on 13-06-2018 Stock Opend at 289. The maximum value of stock on this day was 293. The minimum value of stock on this day was 286
on 14-06-2018 Stock Opend at 291. The maximum value of stock on this day was 291. The minimum value of stock on this day was 284
on 15-06-2018 Stock Opend at 287. The maximum value of stock on this day was 289. The minimum value of stock on this day was 280
on 18-06-2018 Stock Opend at 284. The maximum value of stock on this day was 294. The minimum value of stock on this day was 283
on 19-06-2018 Stock Opend at 296. The maximum value of stock on this day was 296. The minimum value of stock on this day was 288
on 20-06-2018 Stock Opend at 293. The maximum value of stock on this day was 295. The minimum value of stock on this day was 291
on 21-06-2018 Stock Opend at 295. The maximum value of stock on this day was 300. The minimum value of stock on this day was 295
on 22-06-2018 Stock Opend at 298. The maximum value of stock on this day was 303. The minimum value of stock on this day was 296
on 25-06-2018 Stock Opend at 300. The maximum value of stock on this day was 301. The minimum value of stock on this day was 289
on 26-06-2018 Stock Opend at 288. The maximum value of stock on this day was 289. The minimum value of stock on this day was 285
on 27-06-2018 Stock Opend at 288. The maximum value of stock on this day was 288. The minimum value of stock on this day was 274
on 28-06-2018 Stock Opend at 278. The maximum value of stock on this day was 278. The minimum value of stock on this day was 270
on 29-06-2018 Stock Opend at 272. The maximum value of stock on this day was 276. The minimum value of stock on this day was 270
on 02-07-2018 Stock Opend at 274. The maximum value of stock on this day was 280. The minimum value of stock on this day was 271
on 03-07-2018 Stock Opend at 276. The maximum value of stock on this day was 277. The minimum value of stock on this day was 272
on 04-07-2018 Stock Opend at 274. The maximum value of stock on this day was 275. The minimum value of stock on this day was 271
on 05-07-2018 Stock Opend at 273. The maximum value of stock on this day was 276. The minimum value of stock on this day was 271
on 06-07-2018 Stock Opend at 271. The maximum value of stock on this day was 272. The minimum value of stock on this day was 267
on 09-07-2018 Stock Opend at 274. The maximum value of stock on this day was 275. The minimum value of stock on this day was 270
on 10-07-2018 Stock Opend at 272. The maximum value of stock on this day was 276. The minimum value of stock on this day was 272
on 11-07-2018 Stock Opend at 275. The maximum value of stock on this day was 275. The minimum value of stock on this day was 268
on 12-07-2018 Stock Opend at 270. The maximum value of stock on this day was 274. The minimum value of stock on this day was 269
on 13-07-2018 Stock Opend at 273. The maximum value of stock on this day was 273. The minimum value of stock on this day was 266
on 16-07-2018 Stock Opend at 265. The maximum value of stock on this day was 267. The minimum value of stock on this day was 257
on 17-07-2018 Stock Opend at 260. The maximum value of stock on this day was 268. The minimum value of stock on this day was 260
on 18-07-2018 Stock Opend at 266. The maximum value of stock on this day was 267. The minimum value of stock on this day was 261
on 19-07-2018 Stock Opend at 264. The maximum value of stock on this day was 264. The minimum value of stock on this day was 259
on 20-07-2018 Stock Opend at 262. The maximum value of stock on this day was 268. The minimum value of stock on this day was 262
on 23-07-2018 Stock Opend at 265. The maximum value of stock on this day was 276. The minimum value of stock on this day was 265
on 24-07-2018 Stock Opend at 274. The maximum value of stock on this day was 278. The minimum value of stock on this day was 273
on 25-07-2018 Stock Opend at 273. The maximum value of stock on this day was 277. The minimum value of stock on this day was 272
on 26-07-2018 Stock Opend at 275. The maximum value of stock on this day was 287. The minimum value of stock on this day was 273
on 27-07-2018 Stock Opend at 285. The maximum value of stock on this day was 295. The minimum value of stock on this day was 282
on 30-07-2018 Stock Opend at 300. The maximum value of stock on this day was 308. The minimum value of stock on this day was 294
on 31-07-2018 Stock Opend at 304. The maximum value of stock on this day was 309. The minimum value of stock on this day was 302
on 01-08-2018 Stock Opend at 303. The maximum value of stock on this day was 306. The minimum value of stock on this day was 297
on 02-08-2018 Stock Opend at 295. The maximum value of stock on this day was 301. The minimum value of stock on this day was 294
on 03-08-2018 Stock Opend at 300. The maximum value of stock on this day was 307. The minimum value of stock on this day was 298
on 06-08-2018 Stock Opend at 307. The maximum value of stock on this day was 318. The minimum value of stock on this day was 307
on 07-08-2018 Stock Opend at 314. The maximum value of stock on this day was 318. The minimum value of stock on this day was 310
on 08-08-2018 Stock Opend at 313. The maximum value of stock on this day was 320. The minimum value of stock on this day was 308
on 09-08-2018 Stock Opend at 320. The maximum value of stock on this day was 346. The minimum value of stock on this day was 320
on 10-08-2018 Stock Opend at 334. The maximum value of stock on this day was 340. The minimum value of stock on this day was 325
on 13-08-2018 Stock Opend at 324. The maximum value of stock on this day was 327. The minimum value of stock on this day was 322
on 14-08-2018 Stock Opend at 325. The maximum value of stock on this day was 334. The minimum value of stock on this day was 325
on 16-08-2018 Stock Opend at 330. The maximum value of stock on this day was 339. The minimum value of stock on this day was 329
on 17-08-2018 Stock Opend at 337. The maximum value of stock on this day was 342. The minimum value of stock on this day was 336
on 20-08-2018 Stock Opend at 340. The maximum value of stock on this day was 342. The minimum value of stock on this day was 337
on 21-08-2018 Stock Opend at 338. The maximum value of stock on this day was 342. The minimum value of stock on this day was 334
on 23-08-2018 Stock Opend at 337. The maximum value of stock on this day was 339. The minimum value of stock on this day was 335
on 24-08-2018 Stock Opend at 334. The maximum value of stock on this day was 336. The minimum value of stock on this day was 327
on 27-08-2018 Stock Opend at 331. The maximum value of stock on this day was 342. The minimum value of stock on this day was 331
on 28-08-2018 Stock Opend at 342. The maximum value of stock on this day was 344. The minimum value of stock on this day was 336
on 29-08-2018 Stock Opend at 336. The maximum value of stock on this day was 343. The minimum value of stock on this day was 336
on 30-08-2018 Stock Opend at 339. The maximum value of stock on this day was 345. The minimum value of stock on this day was 338
on 31-08-2018 Stock Opend at 343. The maximum value of stock on this day was 347. The minimum value of stock on this day was 339
on 03-09-2018 Stock Opend at 344. The maximum value of stock on this day was 344. The minimum value of stock on this day was 333
on 04-09-2018 Stock Opend at 335. The maximum value of stock on this day was 336. The minimum value of stock on this day was 327
on 05-09-2018 Stock Opend at 327. The maximum value of stock on this day was 331. The minimum value of stock on this day was 325
on 06-09-2018 Stock Opend at 330. The maximum value of stock on this day was 331. The minimum value of stock on this day was 326
on 07-09-2018 Stock Opend at 327. The maximum value of stock on this day was 336. The minimum value of stock on this day was 322
on 10-09-2018 Stock Opend at 332. The maximum value of stock on this day was 336. The minimum value of stock on this day was 330
on 11-09-2018 Stock Opend at 334. The maximum value of stock on this day was 337. The minimum value of stock on this day was 325
on 12-09-2018 Stock Opend at 327. The maximum value of stock on this day was 327. The minimum value of stock on this day was 319
on 14-09-2018 Stock Opend at 327. The maximum value of stock on this day was 332. The minimum value of stock on this day was 324
on 17-09-2018 Stock Opend at 327. The maximum value of stock on this day was 328. The minimum value of stock on this day was 321
on 18-09-2018 Stock Opend at 324. The maximum value of stock on this day was 328. The minimum value of stock on this day was 318
on 19-09-2018 Stock Opend at 320. The maximum value of stock on this day was 325. The minimum value of stock on this day was 317
on 21-09-2018 Stock Opend at 323. The maximum value of stock on this day was 334. The minimum value of stock on this day was 308
on 24-09-2018 Stock Opend at 317. The maximum value of stock on this day was 317. The minimum value of stock on this day was 306
on 25-09-2018 Stock Opend at 307. The maximum value of stock on this day was 314. The minimum value of stock on this day was 300
on 26-09-2018 Stock Opend at 315. The maximum value of stock on this day was 315. The minimum value of stock on this day was 305
on 27-09-2018 Stock Opend at 316. The maximum value of stock on this day was 316. The minimum value of stock on this day was 305
on 28-09-2018 Stock Opend at 309. The maximum value of stock on this day was 312. The minimum value of stock on this day was 302
on 01-10-2018 Stock Opend at 306. The maximum value of stock on this day was 315. The minimum value of stock on this day was 301
on 03-10-2018 Stock Opend at 311. The maximum value of stock on this day was 315. The minimum value of stock on this day was 302
on 04-10-2018 Stock Opend at 299. The maximum value of stock on this day was 321. The minimum value of stock on this day was 295
on 05-10-2018 Stock Opend at 315. The maximum value of stock on this day was 322. The minimum value of stock on this day was 299
on 08-10-2018 Stock Opend at 307. The maximum value of stock on this day was 314. The minimum value of stock on this day was 299
on 09-10-2018 Stock Opend at 311. The maximum value of stock on this day was 312. The minimum value of stock on this day was 303
on 10-10-2018 Stock Opend at 307. The maximum value of stock on this day was 323. The minimum value of stock on this day was 305
on 11-10-2018 Stock Opend at 310. The maximum value of stock on this day was 315. The minimum value of stock on this day was 304
on 12-10-2018 Stock Opend at 314. The maximum value of stock on this day was 324. The minimum value of stock on this day was 314
on 15-10-2018 Stock Opend at 317. The maximum value of stock on this day was 318. The minimum value of stock on this day was 310
on 16-10-2018 Stock Opend at 314. The maximum value of stock on this day was 323. The minimum value of stock on this day was 314
on 17-10-2018 Stock Opend at 325. The maximum value of stock on this day was 328. The minimum value of stock on this day was 312
on 19-10-2018 Stock Opend at 313. The maximum value of stock on this day was 322. The minimum value of stock on this day was 310
on 22-10-2018 Stock Opend at 320. The maximum value of stock on this day was 330. The minimum value of stock on this day was 316
on 23-10-2018 Stock Opend at 323. The maximum value of stock on this day was 329. The minimum value of stock on this day was 318
on 24-10-2018 Stock Opend at 329. The maximum value of stock on this day was 330. The minimum value of stock on this day was 316
on 25-10-2018 Stock Opend at 319. The maximum value of stock on this day was 322. The minimum value of stock on this day was 312
on 26-10-2018 Stock Opend at 320. The maximum value of stock on this day was 323. The minimum value of stock on this day was 313
on 29-10-2018 Stock Opend at 329. The maximum value of stock on this day was 353. The minimum value of stock on this day was 328
on 30-10-2018 Stock Opend at 347. The maximum value of stock on this day was 354. The minimum value of stock on this day was 343
on 31-10-2018 Stock Opend at 346. The maximum value of stock on this day was 357. The minimum value of stock on this day was 342
on 01-11-2018 Stock Opend at 357. The maximum value of stock on this day was 358. The minimum value of stock on this day was 351
on 02-11-2018 Stock Opend at 354. The maximum value of stock on this day was 358. The minimum value of stock on this day was 352
on 05-11-2018 Stock Opend at 351. The maximum value of stock on this day was 352. The minimum value of stock on this day was 348
on 06-11-2018 Stock Opend at 349. The maximum value of stock on this day was 358. The minimum value of stock on this day was 348
on 09-11-2018 Stock Opend at 357. The maximum value of stock on this day was 358. The minimum value of stock on this day was 352
on 12-11-2018 Stock Opend at 356. The maximum value of stock on this day was 358. The minimum value of stock on this day was 352
on 13-11-2018 Stock Opend at 348. The maximum value of stock on this day was 362. The minimum value of stock on this day was 348
on 14-11-2018 Stock Opend at 365. The maximum value of stock on this day was 370. The minimum value of stock on this day was 361
on 15-11-2018 Stock Opend at 366. The maximum value of stock on this day was 375. The minimum value of stock on this day was 362
on 16-11-2018 Stock Opend at 370. The maximum value of stock on this day was 375. The minimum value of stock on this day was 366
on 19-11-2018 Stock Opend at 368. The maximum value of stock on this day was 371. The minimum value of stock on this day was 361
on 20-11-2018 Stock Opend at 362. The maximum value of stock on this day was 365. The minimum value of stock on this day was 355
on 21-11-2018 Stock Opend at 356. The maximum value of stock on this day was 360. The minimum value of stock on this day was 353
on 22-11-2018 Stock Opend at 358. The maximum value of stock on this day was 359. The minimum value of stock on this day was 351
on 26-11-2018 Stock Opend at 355. The maximum value of stock on this day was 358. The minimum value of stock on this day was 351
